MPID_不明: Outrealmer
MSEID_精神統一: Iron Will
MSEID_心頭滅却: Clarity
MSEID_居合一閃: Aggressor
MSEID_測量術: Survey
MSEID_自動砲台: Opportunity Shot
MSEID_砲身改造: Rifled Barrel
MSEID_水陸両用: Surefooted
MSEID_暗闇の加護: Shadowgift
MSEID_魔女の大釜: Witch's Brew
MSEID_ワープ: Warp
MSEID_魔女の毒薬: Toxic Brew
MSEID_エリート: Paragon
MSEID_獣盾: Beast Shield
MSEID_鎧盾: Armor Shield
MSEID_力の吸収: Strengthtaker
MSEID_魔力の吸収: Magictaker
MSEID_技の吸収: Skilltaker
MSEID_速さの吸収: Speedtaker
MSEID_幸運の吸収: Lucktaker
MSEID_守備の吸収: Defensetaker
MSEID_魔防の吸収: Resistancetaker
MSEID_柔剣: Dancing Blade
MSEID_カリスマ: Charm
MSEID_防陣＋: Dual Guardsman
MSEID_剛剣: Heavy Blade
MSEID_歴戦の勘: Veteran Intuition
MSEID_天空: Aether
MSEID_攻陣＋: Dual Striker
MSEID_覚醒: Awakening
MSEID_戦術指南: Tactical Advice
MSEID_方陣: Solidarity
MSEID_華炎: Ignis
MSEID_七色の叫び: Rally Spectrum
MSEID_不思議な魅力: Supportive
MSEID_絶対進攻: Forceful Partner
MSEID_絶対援護: Devoted Partner
MSEID_絶対死守: Evasive Partner
MSEID_炎の血: Fiery Blood
MSEID_絆の祈り: Miraculous Save
MSEID_癒しの声: Healing Descant
MSEID_小さな声援: Quiet Strength
MSEID_お転婆: Fearsome Blow
MSEID_完璧主義: Perfectionist
MSEID_友情の誓い: Vow of Friendship
MSEID_爆炎使い: Pyrotechnics
MSEID_白夜の捕縛術: Capture
MSEID_叱咤激励: Rallying Cry
MSEID_天罰: Divine Retribution
MSEID_ぼんやり: Optimistic
MSEID_尊大: Pride
MSEID_暗夜嫌い: Nohr Enmity
MSEID_悪あがき: Triple Threat
MSEID_対抗意識: Competitive
MSEID_忍法車返し: Shuriken Mastery
MSEID_勝者の愉悦: Morbid Celebration
MSEID_恩返し: Reciprocity
MSEID_武士道: Bushido
MSEID_勝利への執念: In Extremis
MSEID_ダーティファイト: Highwayman
MSEID_可憐な花: Lily's Poise
MSEID_不運の塊: Misfortunate
MSEID_怪力: Puissance
MSEID_血の疼き: Aching Blood
MSEID_暗夜の拘束術: Kidnap
MSEID_呪詛返し: Countercurse
MSEID_妖艶な花: Rose's Thorns
MSEID_負けん気: Fierce Rival
MSEID_奇襲任務: Opportunist
MSEID_蒼の踊り: Fancy Footwork
MSEID_殺戮本能: Bloodthirst
MSEID_強面: Fierce Mien
MSEID_女の本性: Unmask
MSEID_冷血: Pragmatic
MSEID_拾いもの: Collector
MSEID_騎士道: Chivalry
MSEID_美しき王: Peacebringer
MSEID_軍略伝授: Perspicacious
MSEID_氷の血: Icy Blood
MSEID_農地の主: Forager
MSEID_竜の御子: Draconic Heir
MSEID_執事の嗜み: Born Steward
MSEID_チューニング: Perfect Pitch
MSEID_おっちょこちょい: Mischievous
MSEID_幸運のおまじない: Lucky Charm
MSEID_大義の勇: Noble Cause
MSEID_前向き: Optimist
MSEID_甘党: Sweet Tooth
MSEID_じゃれつき: Playthings
MSEID_冷静沈着: Calm
MSEID_五・七・五: Haiku
MSEID_天才肌: Prodigy
MSEID_執念: Vendetta
MSEID_レディーファースト: Gallant
MSEID_臆病: Guarded Bravery
MSEID_だまし討ち: Fierce Counter
MSEID_ひろい食い: Goody Basket
MSEID_強運の塊: Fortunate Son
MSEID_乙女心の躍動: Bibliophile
MSEID_女の子好き: Sisterhood
MSEID_邪な空想: Daydream
MSEID_一攫千金: Make a Killing
MSEID_風の血: Wind Disciple
MSEID_H_不明: A mysterious skill that appeared\nfrom the Dragon's Gate.
MSEID_H_最大HP+5: Grants +5 to max HP.
MSEID_H_力+2: Grants Str+2.
MSEID_H_魔力+2: Grants Mag+2.
MSEID_H_技+2: Grants Skill+2.
MSEID_H_速さ+2: Grants Spd+2.
MSEID_H_幸運+4: Grants Lck+4.
MSEID_H_守備+2: Grants Def+2.
MSEID_H_魔防+2: Grants Res+2.
MSEID_H_移動+1: Grants Mov+1.
MSEID_H_竜呪: After combat, reduces all of enemy's stats\nby 4 (recovers 1/turn).
MSEID_H_力封じ: After combat, reduces enemy Str\nby 6 (recovers 1/turn).
MSEID_H_魔力封じ: After combat, reduces enemy Mag\nby 6 (recovers 1/turn).
MSEID_H_速さ封じ: After combat, reduces enemy Spd\nby 6 (recovers 1/turn).
MSEID_H_守備封じ: After combat, reduces enemy Def\nby 6 (recovers 1/turn).
MSEID_H_魔防封じ: After combat, reduces enemy Res\nby 6 (recovers 1/turn).
MSEID_H_力の叫び: Use "Rally" to grant Str+4 to units\nwithin two spaces for one turn.
MSEID_H_魔力の叫び: Use "Rally" to grant Mag+4 to units\nwithin two spaces for one turn.
MSEID_H_技の叫び: Use "Rally" to grant Skill+4 to units\nwithin two spaces for one turn.
MSEID_H_速さの叫び: Use "Rally" to grant Spd+4 to units\nwithin two spaces for one turn.
MSEID_H_幸運の叫び: Use "Rally" to grant Lck+8 to units\nwithin two spaces for one turn.
MSEID_H_守備の叫び: Use "Rally" to grant Def+4 to units\nwithin two spaces for one turn.
MSEID_H_魔防の叫び: Use "Rally" to grant Res+4 to units\nwithin two spaces for one turn.
MSEID_H_移動の叫び: Use "Rally" to grant Mov+1 to units\nwithin two spaces for one turn.
MSEID_H_特別な歌: Use "Sing" to grant an ally\nSkill/Spd/Lck+3 for one turn.
MSEID_H_滅殺: Fell an enemy in one hit (the hit must do\ndamage). Trigger % = (Skill stat × 0.25)
MSEID_H_流星: Strike five times at half damage.\nTrigger % = (Skill stat × 0.5)
MSEID_H_竜穿: Inflicts half of attack power as extra\ndamage. Trigger % = (Skill stat × 0.75)
MSEID_H_太陽: Absorb HP equal to half of damage\ndealt. Trigger % = (Skill stat)
MSEID_H_月光: Ignore half of enemy Def/Res when\nattacking. Trigger % = (Skill stat)
MSEID_H_破天: Deal half foe's Str or Mag as bonus\ndamage. Trigger % = (Skill stat × 1.5)
MSEID_H_復讐: Add half accrued damage to attacks.\nTrigger % = (Skill stat × 1.5)
MSEID_H_大盾: Halve sword/lance/axe/beaststone/fist/saw\ndamage. Trigger % = (Skill stat)
MSEID_H_聖盾: Halve bow/tome/dragonstone/breath/rock/\nshuriken damage. Trigger % = (Skill stat)
MSEID_H_竜盾: Halve damage when adjacent ally is\nattacked. Trigger % = (target's Lck x 0.5)
MSEID_H_祈り: If HP > 1, survive a lethal attack with\n1 HP remaining. Trigger % = (Lck stat)
MSEID_H_カウンター: Damage taken from an adjacent attacking\nenemy is also dealt back to that foe.
MSEID_H_魔法カウンター: Magic damage taken from an attacking\nenemy is also dealt back to that foe.
MSEID_H_待ち伏せ: At start of combat, if HP=50% or less,\nalways strike first, even when attacked.
MSEID_H_獣特効: Enables unit in animal form to deal bonus\ndamage to beasts.
MSEID_H_人形崩し: Enables unit to deal bonus damage to\nmechanists, automatons, and stoneborn.
MSEID_H_暗夜: This unit can use a supporting unit's\ntriggered skills in combat.
MSEID_H_白夜: Increases the trigger rate of this unit's\nskills by 10%.
MSEID_H_救出: Grants use of the Shelter command.\nUse to pull another player unit into cover.
MSEID_H_体当たり: Grants use of the Shove command. Use to\npush an adjacent ally away one space.
MSEID_H_切り込み: Grants use of Lunge command. After\nattacking, switches position with target.
MSEID_H_入れ替え: Grants use of Swap command. Use to\nswitch spaces with an adjacent ally.
MSEID_H_写し身人形: Grants use of Replicate command.\nUse once per battle to create a replica.
MSEID_H_先手必勝: This unit deals +4 damage when\ninitiating combat.
MSEID_H_後手不敗: This unit deals +3 damage when\ncounterattacking.
MSEID_H_広所突撃: This unit deals +3 damage when fighting\nin a space with no terrain effects.
MSEID_H_閉所防御: This unit takes -3 damage when fighting\nin a space with a terrain effect.
MSEID_H_偶像の幻: This unit deals +4 damage on\neven-numbered turns.
MSEID_H_奇襲の牙: This unit deals +4 damage on\nodd-numbered turns.
MSEID_H_死線: During combat, +10 to damage\ndealt and taken.
MSEID_H_お大尽: When attacking, unit expends a held gold\nbar for +10/-10 to damage dealt/taken.
MSEID_H_清流の一撃: Grants Avo+30 when the unit initiates\ncombat.
MSEID_H_飛燕の一撃: Increases chance of follow-up attack when\nthis unit initiates an attack (+5 eff. Spd).
MSEID_H_鬼神の一撃: Grants Crit+20 when the unit initiates an\nattack.
MSEID_H_凶鳥の一撃: Grants Hit+40 when the unit initiates an\nattack.
MSEID_H_金剛の一撃: Unit receives -10 physical damage\nwhen the unit initiates an attack.
MSEID_H_明鏡の一撃: Unit receives -20 magical damage\nwhen the unit initiates an attack.
MSEID_H_見下す者: +5 damage dealt to nonmounted enemies.
MSEID_H_守備隊形: Neither this unit nor enemies in combat\nwith him/her can use follow-up attacks.
MSEID_H_剣の達人: +5 damage dealt if using a\nsword/katana.
MSEID_H_槍の達人: +5 damage dealt if using a\nlance/naginata.
MSEID_H_斧の達人: +5 damage dealt if using an\naxe/club.
MSEID_H_暗器の達人: +5 damage dealt if using a\nshuriken/dagger.
MSEID_H_弓の達人: +5 damage dealt if using a\nbow/yumi.
MSEID_H_魔の達人: +5 damage dealt if using a\ntome/scroll.
MSEID_H_守り手: Grants +1 to all stats when paired up as\nthe lead unit.
MSEID_H_名家の令息: Female allies within two spaces receive\n-2 damage in combat.
MSEID_H_深窓の令嬢: Male allies within two spaces receive\n-2 damage in combat.
MSEID_H_戦闘指揮: Allies within two spaces get +2 to damage\ndealt and -2 to damage received.
MSEID_H_魔の風: Enemies within two spaces take +2 damage\nwhen hit by a magic attack.
MSEID_H_平和の声: Enemies within two spaces inflict -2\ndamage with their physical attacks.
MSEID_H_異邦の王女: Foreign Army units within two spaces\ntake -2/+2 to damage dealt/taken.
MSEID_H_剣殺し: Grants Hit/Avo+50 if the enemy\nis using a sword/katana.
MSEID_H_槍殺し: Grants Hit/Avo+50 if the enemy\nis using a lance/naginata.
MSEID_H_斧殺し: Grants Hit/Avo+50 if the enemy\nis using an axe/club.
MSEID_H_暗器殺し: Grants Hit/Avo+50 if the enemy\nis using a shuriken/dagger.
MSEID_H_弓殺し: Grants Hit/Avo+50 if the enemy\nis using a bow/yumi.
MSEID_H_魔殺し: Grants Hit/Avo+50 if the enemy\nis using a tome/scroll.
MSEID_H_大振り: Causes Hit-10, but\ngrants Crit+10.
MSEID_H_下剋上: Hit/Avo+15 if a foe's level is higher.\n(For adv. classes, add +20 to level.)
MSEID_H_ラッキー7: Grants Hit/Avo+20 for\nthe first seven turns.
MSEID_H_天翔ける: Grants Hit/Avo+30 when\nbattling flying enemies.
MSEID_H_呪縛: Adjacent enemies suffer -20 Avo.
MSEID_H_傾奇者: Grants Hit+30 and +15% to skill-trigger\nrate to this unit and enemy in combat.
MSEID_H_しぶとい心: Restores up to 20% HP at the start of\neach turn. Trigger % = (Lck stat)
MSEID_H_リフレッシュ: Restores up to 20% HP each turn if\nno units are within two spaces.
MSEID_H_和の心: Restores up to 10% HP each turn\nif an ally is within two spaces.
MSEID_H_回復: Restores up to 30% HP\nat the start of each turn.
MSEID_H_偶然のまどろみ: Restores up to 40% HP at the start of\neven-numbered turns.
MSEID_H_奇妙な鳴き声: Restores up to 40% HP at the start of\nodd-numbered turns.
MSEID_H_天照らす: Restores up to 20% HP of allies within\ntwo spaces at the start of each turn.
MSEID_H_生命吸収: Restores up to 50% HP if this unit initiates\nan attack and defeats the enemy.
MSEID_H_よく効く薬: Makes most HP-recovery and stat-\nboosting items 150% as potent.
MSEID_H_ご奉仕の喜び: When healing an ally with a staff, this unit\nrecovers the same amount of HP.
MSEID_H_蛇毒: Enemies lose up to 20% HP after any\ncombat this unit initiates.
MSEID_H_死の吐息: Foes within two spaces lose up to 20% HP\nafter any combat this unit initiates.
MSEID_H_四牙: Enemies lose up to 20% HP after any\ncombat with this unit.
MSEID_H_匠の技: Receive a basic weapon when attacking\nand defeating foe. Trigger % = (Lck stat)
MSEID_H_左うちわ: Get a gold bar on each of unit's first\n7 turns. Trigger % = (Lck stat)
MSEID_H_高貴なる血統: Grants this unit a 20% bonus to EXP.
MSEID_H_おみくじ: Double EXP if the unit attacks and\ndefeats an enemy. Trigger % = (Lck stat)
MSEID_H_良成長: Adds 10% to each stat's odds of\nincreasing at level up.
MSEID_H_常備薬: Can take another action after using a\nrecovery item or tonic.
MSEID_H_疾風迅雷: If this unit initiates an unsupported attack\nand defeats the foe, take another turn.
MSEID_H_すり抜け: Allows the unit to pass through\nspaces occupied by enemies.
MSEID_H_鍵開け: Allows the unit to open doors\nand chests without keys.
MSEID_H_命中回避+10: Grants Hit/Avo+10.
MSEID_H_命中回避+20: Grants Hit/Avo+20.
MSEID_H_竜鱗: Halves damage taken, crits, and off. skills.\nPrevents lethal, poison, and counter skills.
MSEID_H_神盾: Halves damage taken. Prevents lethal,\npoison, and counter skills.
MSEID_H_状態異常耐性: Halves stat-reduction effects, poison\ndamage, and the Hit of status staves.
MSEID_H_状態異常無効: Prevents poison damage and status\neffects on this unit.
MSEID_H_攻防一体の陣: When paired, this unit's partner fights as\nif backing up instead of being in cover.
MSEID_H_近接射撃: Alters the range of bows to enable\nthis unit to hit closer targets.
MSEID_H_翼盾: Protects from bonus damage against fliers.\nAlso enables unit to benefit from terrain.
MSEID_H_虚無の呪い: Enemies earn no EXP from this unit.
MSEID_H_自壊: If HP < 50%, self-destruct and damage\nenemies and barriers within two spaces.
MSEID_H_無限の杖: Unit can activate staves without expending\na use. Sets minimum staff range at 1-10.
MSEID_H_凍結: When this unit hits, target's Mov is\nreduced to 0 and Avo by -20 for one turn.
MSEID_H_負の連鎖: Status effects on enemies will accumulate.
MSEID_H_偶人の空蝉: This unit receives -4 magic damage on\neven-numbered turns.
MSEID_H_精神統一: This unit receives -4 magic damage when\nan enemy initiates the attack.
MSEID_H_心頭滅却: This unit recovers from status effects at\ntwice the normal rate.
MSEID_H_居合一閃: This unit deals +7 damage when he or she\ninitiates the attack.
MSEID_H_測量術: Grants Hit +10 when using "Cannon"\ncommand.
MSEID_H_自動砲台: If unit is a Ballistician, automatically attack\n1 enemy in range. Trigger % = (Skill stat)
MSEID_H_砲身改造: When using "Cannon" command, can target\nadjacent spaces and affect a larger area.
MSEID_H_水陸両用: If unit is a Ballistician, grants Mov +1 and\nmove cost of all passable terrain is 1.
MSEID_H_暗闇の加護: Enables non-dark mages to use\ndark magic.
MSEID_H_魔女の大釜: Obtain medicine at the end of your action\nfor the first 7 turns. Trigger % = (Lck stat)
MSEID_H_ワープ: Use "Warp" to move next to an ally and\nthen take another action.
MSEID_H_魔女の毒薬: Foes this unit attacks get Move 0, Avo-20\nfor 1 turn. Trigger % = (Skill stat × 1.5)
MSEID_H_エリート: Doubles the EXP this unit receives.
MSEID_H_獣盾: Protects from bonus damage\nagainst beasts.
MSEID_H_鎧盾: Protects from bonus damage\nagainst armor.
MSEID_H_力の吸収: Str+2 on defeat of a foe you attacked\n(+10 max). Can't use with other Takers.
MSEID_H_魔力の吸収: Mag+2 on defeat of a foe you attacked\n(+10 max). Can't use with other Takers.
MSEID_H_技の吸収: Skill+2 on defeat of a foe you attacked\n(+10 max). Can't use with other Takers.
MSEID_H_速さの吸収: Spd+2 on defeat of a foe you attacked\n(+10 max). Can't use with other Takers.
MSEID_H_幸運の吸収: Lck+2 on defeat of a foe you attacked\n(+10 max). Can't use with other Takers.
MSEID_H_守備の吸収: Def+2 on defeat of a foe you attacked\n(+10 max). Can't use with other Takers.
MSEID_H_魔防の吸収: Res+2 on defeat of a foe you attacked\n(+10 max). Can't use with other Takers.
MSEID_H_柔剣: This light-footed fighting style grants\nSpd+3 but Def-1.
MSEID_H_カリスマ: Allies within two spaces inflict +2\ndamage in combat.
MSEID_H_防陣＋: When paired up and in cover, grants\nadditional Dual Guard points.
MSEID_H_剛剣: This unsubtle fighting style grants Str+3\nbut Spd-1.
MSEID_H_歴戦の勘: Grants Ddg+15 during battle.
MSEID_H_天空: Use Sol and Luna in succession when\nattacking. Trigger % = (Skill stat × 0.5)
MSEID_H_攻陣＋: When this unit is backing up another\nattacker, inflicts +3 damage to enemy.
MSEID_H_覚醒: Grants +30 to Hit/Avo/Crit/Ddg when\nHP is half or less.
MSEID_H_戦術指南: Grants Hit+10 to attacking ally when\nthis unit is supporting.
MSEID_H_方陣: Grants Crit/Ddg+10 to adjacent allies\nin combat.
MSEID_H_華炎: Add half Mag or Str to the other value\nwhen attacking. Trigger % = (Skill stat)
MSEID_H_七色の叫び: Use "Rally" to grant +2 to all stats to\nallies within four spaces for one turn.
MSEID_H_不思議な魅力: If paired with a support C+ attacker, grants\nHit+10, +2 dmg dealt, and -2 dmg taken.
MSEID_H_絶対進攻: If supporting the main character, grants\nhim or her Hit+15 and +3 damage dealt.
MSEID_H_絶対援護: If supporting the main character, grants\nhim or her +2 dmg dealt and -2 dmg taken.
MSEID_H_絶対死守: If supporting the main character, grants\nhim or her Avo+15 and -3 damage taken.
MSEID_H_炎の血: This unit deals +4 damage when he or she\nhas less than full HP.
MSEID_H_絆の祈り: Save supported unit from lethal attack if\nHP > 1. Trigger % = (target's Lck stat)
MSEID_H_癒しの声: Allies within two spaces heal up to\n10% HP at the start of their turn.
MSEID_H_小さな声援: Allies within two spaces take -2 damage.
MSEID_H_お転婆: When this unit initiates an attack that KOs\na foe, adjacent enemies lose 20% HP.
MSEID_H_完璧主義: Grants Hit/Avo+15 when this unit is at\nfull HP.
MSEID_H_友情の誓い: Grants +3 dmg dealt and -3 dmg taken if\nallied main character has HP=50% or less.
MSEID_H_爆炎使い: If unit's HP=50% or less and attacks, he\nand foes within two spaces lose 20% HP.
MSEID_H_白夜の捕縛術: Grants Capture command if the castle\nhas a prison. Imprisons defeated foes.
MSEID_H_叱咤激励: Allies within two spaces deal +2 damage.
MSEID_H_天罰: If unit has no weapon equipped, adjacent\nfoes suffer half their inflicted damage.
MSEID_H_ぼんやり: This unit recovers 150% the usual\nHP when healed by a staff.
MSEID_H_尊大: Unit deals +4 damage to foes of equal or\nhigher level. (Adv. classes add +20.)
MSEID_H_暗夜嫌い: This unit deals +3 damage to Nohrian\nenemies.
MSEID_H_悪あがき: If a sword, lance, or axe hit drops HP to\n50% or less, foe suffers half the damage.
MSEID_H_対抗意識: If supported by a same or higher-level unit,\ngrants Crit+10 and +3/-1 dmg dealt/taken.
MSEID_H_忍法車返し: If unit is hit by a shuriken, attacker also\ntakes status effects and half the damage.
MSEID_H_勝者の愉悦: This unit recovers up to 20% HP when\nhe or she attacks and defeats an enemy.
MSEID_H_恩返し: When this unit is healed by a staff, the staff\nuser also recovers half the same amount.
MSEID_H_武士道: If supported by a same or lower-level unit,\ngrants Crit+10 and +2/-2 dmg dealt/taken.
MSEID_H_勝利への執念: Grants Crit+30 when this unit has\n25% HP or less.
MSEID_H_ダーティファイト: After attacking a foe who can't fight back,\ntarget gets Str/Spd-3 (recovers 1/turn).
MSEID_H_可憐な花: Grants adjacent allies +1 to damage dealt\nand -3 to damage taken.
MSEID_H_不運の塊: Enemies within two spaces get Ddg-15.\nThis unit gets Ddg-5, however.
MSEID_H_怪力: This unit inflicts +3 damage if her Str is\nat least 5 higher than the target's.
MSEID_H_血の疼き: Crit +10 when using a custom weapon with\na name at least 12 characters long.
MSEID_H_暗夜の拘束術: Grants Capture command if the castle\nhas a prison. Imprisons defeated foes.
MSEID_H_呪詛返し: If this unit is attacked with magic damage,\nattacker suffers half the amount as well.
MSEID_H_妖艶な花: Grants adjacent allies +3 to damage dealt\nand -1 to damage taken.
MSEID_H_負けん気: If backed-up partner lands a critical, this\nunit criticals as well (normal miss chance).
MSEID_H_奇襲任務: When attacking a foe who can't fight back,\nthis unit inflicts +4 damage.
MSEID_H_蒼の踊り: Use "Rally" to grant Str/Spd+1 to units\nwithin two spaces for one turn.
MSEID_H_殺戮本能: If unit attacks and defeats a foe, grants\n+4 to Str/Mag/Skill/Spd for one turn.
MSEID_H_強面: Enemies within two spaces have Avo-10.
MSEID_H_女の本性: Grants +4 to damage dealt and Crit+20\nif enemy is female.
MSEID_H_冷血: Grants +3 to damage dealt and -1 to\ndamage taken against injured foes.
MSEID_H_拾いもの: May obtain 3 gems or ingredients for first\nseven turns. Trigger % = (Lck stat)
MSEID_H_騎士道: Grants +2 to damage dealt and -2 to\ndamage taken against foes with full HP.
MSEID_H_美しき王: All enemies and allies within two\nspaces deal -2 damage.
MSEID_H_軍略伝授: Grants Hit+5 to all allies.
MSEID_H_氷の血: If hurt and attacked by nonadjacent foe,\nattacker takes half dmg and Skill/Spd -3.
MSEID_H_農地の主: Heal 20% of max HP if unit starts turn in\nmountain, woods, waste, or field space.
MSEID_H_竜の御子: Recover up to 15% of max HP at the start\nof each turn if a Dragonstone is equipped.
MSEID_H_執事の嗜み: Grants Hit/Avo+20, +2 damage dealt, and\n-2 damage received in battle at the castle.
MSEID_H_チューニング: Use "Rally" to heal lower-HP allies within\ntwo spaces for 10% of their HP total.
MSEID_H_おっちょこちょい: After combat this unit initiates, foe suffers\nDef-3 and may lose his or her clothing.
MSEID_H_幸運のおまじない: Grants +20% to the trigger rate for all\nthis unit's Lck-based skills.
MSEID_H_大義の勇: When supported by a damaged unit, grants\n+3 damage dealt but +1 damage taken.
MSEID_H_前向き: Use "Wait" to gain Spd+4 and Lck+8 for\none turn.
MSEID_H_甘党: Use "Wait" to recover 4 HP as this unit\nraids a hidden sweets pouch.
MSEID_H_じゃれつき: Adjacent enemies lose 5 HP at start of\neach of this unit's turns.
MSEID_H_冷静沈着: Use "Wait" to gain Skill/Res+4 for\none turn.
MSEID_H_五・七・五: If unit starts a turn between two allies in\na vertical line, they recover 5, 7, and 5 HP.
MSEID_H_天才肌: Deals +4 dmg to foes with Str/Mag > this\nunit's Str or Mag (whichever is higher).
MSEID_H_執念: If attacking an enemy this unit previously\nfought in this battle, +4 to damage dealt.
MSEID_H_レディーファースト: When supporting a female ally, she deals\n+2 damage.
MSEID_H_臆病: When supported, grants -2 damage taken.\nIf unsupported, inflicts +2 damage taken.
MSEID_H_だまし討ち: When attacked by male enemy, grants +2\nto damage dealt.
MSEID_H_ひろい食い: Recover 10 HP at the start of each turn.\nTrigger % = (Lck stat)
MSEID_H_強運の塊: Allies within two spaces get Ddg+15.\nThis unit gets Ddg+5.
MSEID_H_乙女心の躍動: Grants Crit+10 when this unit is carrying\nthree or more tomes/scrolls.
MSEID_H_女の子好き: Deals +2 damage and takes -2 damage\nwhen supported by a female ally.
MSEID_H_邪な空想: If adjacent to paired male allies, grants\n+2 damage dealt and -2 damage taken.
MSEID_H_一攫千金: Obtain gold when this unit attacks and\ndefeats a foe. Trigger % = (Lck stat)
MSEID_H_風の血: Grants Hit/Avo+10 when HP is less\nthan full.
MIID_非公開: ????????
MIID_不明: Outrealm Item
MIID_無し: None
MIID_青銅の剣: Bronze Sword
MIID_鉄の剣: Iron Sword
MIID_鋼の剣: Steel Sword
MIID_銀の剣: Silver Sword
MIID_勇者の剣: Brave Sword
MIID_鉄の投撃剣: Iron Kukri
MIID_鋼の投撃剣: Steel Kukri
MIID_銀の投撃剣: Silver Kukri
MIID_アーマーキラー: Armorslayer
MIID_ドラゴンキラー: Wyrmslayer
MIID_キルソード: Killing Edge
MIID_サンダーソード: Levin Sword
MIID_ガングレリ: Ganglari
MIID_ジークフリート: Siegfried
MIID_ワインボトル: Bottle
MIID_洋傘: Umbrella
MIID_暗夜の漆黒剣: Nohrian Blade
MIID_レオンの冷剣: Leo's Iceblade
MIID_ルーナの鋭剣: Selena's Blade
MIID_ラズワルドの舞剣: Laslow's Blade
MIID_青銅の刀: Brass Katana
MIID_鉄の刀: Iron Katana
MIID_鋼の刀: Steel Katana
MIID_銀の刀: Silver Katana
MIID_武者の刀: Venge Katana
MIID_鉄の投撃刀: Iron Katti
MIID_鋼の投撃刀: Steel Katti
MIID_銀の投撃刀: Silver Katti
MIID_斧斬りの刀: Axe Splitter
MIID_逆刀: Dual Katana
MIID_居合刀: Practice Katana
MIID_小太刀: Kodachi
MIID_飛刀: Wakizashi
MIID_霊刀: Spirit Katana
MIID_葉隠: Hagakure Blade
MIID_夜刀神: Yato
MIID_夜刀神・空夜: Noble Yato
MIID_夜刀神・白夜: Blazing Yato
MIID_夜刀神・長夜: Grim Yato
MIID_夜刀神・暗夜: Shadow Yato
MIID_夜刀神・幻夜: Alpha Yato
MIID_夜刀神・終夜: Omega Yato
MIID_雷神刀: Raijinto
MIID_大根: Daikon Radish
MIID_和傘: Parasol
MIID_追い剥ぎの刀: Raider Katana
MIID_白夜の霞刀: Sunrise Katana
MIID_タクミの竹刀: Takumi's Shinai
MIID_カザハナの麗刀: Hana's Katana
MIID_ヒナタの猛刀: Hinata's Katana
MIID_青銅の槍: Bronze Lance
MIID_鉄の槍: Iron Lance
MIID_鋼の槍: Steel Lance
MIID_銀の槍: Silver Lance
MIID_勇者の槍: Brave Lance
MIID_鉄の投撃槍: Iron Javelin
MIID_鋼の投撃槍: Steel Javelin
MIID_銀の投撃槍: Silver Javelin
MIID_手槍: Javelin
MIID_スレンドスピア: Spear
MIID_ビーストキラー: Beast Killer
MIID_キラーランス: Killer Lance
MIID_聖なる槍: Blessed Lance
MIID_ほうき: Broom
MIID_小枝: Stick
MIID_魔封じの槍: Hexlock Spear
MIID_マークスの指南槍: Xander's Lance
MIID_エルフィの大槍: Effie's Lance
MIID_ピエリの小槍: Peri's Lance
MIID_青銅の薙刀: Brass Naginata
MIID_鉄の薙刀: Iron Naginata
MIID_鋼の薙刀: Steel Naginata
MIID_銀の薙刀: Silver Naginata
MIID_鉄の投撃薙刀: Iron Nageyari
MIID_鋼の投撃薙刀: Steel Nageyari
MIID_銀の投撃薙刀: Silver Nageyari
MIID_武者の薙刀: Venge Naginata
MIID_剣薙ぎの薙刀: Swordcatcher
MIID_逆薙刀: Dual Naginata
MIID_守りの薙刀: Guard Naginata
MIID_神雷の薙刀: Bolt Naginata
MIID_水車: Waterwheel
MIID_竹竿: Bamboo Pole
MIID_松の木: Pine Branch
MIID_追い剥ぎの薙刀: Raider Naginata
MIID_捨て身の薙刀: Bold Naginata
MIID_ヒノカの紅薙刀: Hinoka's Spear
MIID_ツバキの金薙刀: Subaki's Pike
MIID_オボロの漆薙刀: Oboro's Spear
MIID_青銅の斧: Bronze Axe
MIID_鉄の斧: Iron Axe
MIID_鋼の斧: Steel Axe
MIID_銀の斧: Silver Axe
MIID_勇者の斧: Brave Axe
MIID_鉄の投撃斧: Iron Star Axe
MIID_鋼の投撃斧: Steel Star Axe
MIID_銀の投撃斧: Silver Star Axe
MIID_手斧: Hand Axe
MIID_トマホーク: Tomahawk
MIID_ハンマー: Hammer
MIID_ボルトアクス: Bolt Axe
MIID_キラーアクス: Killer Axe
MIID_アウルゲルミル: Aurgelmir
MIID_ベルヴェルク: Bölverk
MIID_フライパン: Frying Pan
MIID_獣の骨: Bone Axe
MIID_追い剥ぎの斧: Raider Axe
MIID_狂戦士の斧: Berserker's Axe
MIID_カミラの艶斧: Camilla's Axe
MIID_ハロルドの雄斧: Arthur's Axe
MIID_ベルカの殺斧: Beruka's Axe
MIID_青銅の金棒: Brass Club
MIID_鉄の金棒: Iron Club
MIID_鋼の金棒: Steel Club
MIID_銀の金棒: Silver Club
MIID_武者の金棒: Venge Club
MIID_鉄の投撃金棒: Iron Mace
MIID_鋼の投撃金棒: Steel Mace
MIID_銀の投撃金棒: Silver Mace
MIID_槍砕きの金棒: Pike-Ruin Club
MIID_逆金棒: Dual Club
MIID_大金棒: Great Club
MIID_投げ棒: Throwing Club
MIID_破城の投げ棒: Battering Club
MIID_鯉のぼり: Carp Streamer
MIID_クワ: Hoe
MIID_金剛の金棒: Adamant Club
MIID_リンカの鬼金棒: Rinkah's Club
